Loss/train_step,train_loss,created_at
12.474699020385742,12.474699020385742,2021-06-28 07:00:43.614769
12.056669235229492,12.056669235229492,2021-06-28 07:00:44.813332
12.055296897888184,12.055296897888184,2021-06-28 07:00:46.036704
11.979758262634277,11.979758262634277,2021-06-28 07:00:47.230976
12.479948043823242,12.479948043823242,2021-06-28 07:00:48.394650
12.479949951171875,12.479949951171875,2021-06-28 07:00:49.617594
